p,pLabel,pContent,pAlias,pWikilink,reignstart,reignend,pPicture
http://www.wikidata.org/entity/Q170863,Clement VI,"(1291–1352) fourth of the Avignon Popes, 1342–1352","Pierre Roger, Clemente VI, Pope Clement VI",https://en.wikipedia.org/wiki/Pope%20Clement%20VI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Papa%20Clemens%20Sextus.jpg
http://www.wikidata.org/entity/Q169288,Innocent VI,pope,"‏ papa Innocenzo VI, Etienne Aubert, Étienne Aubert, Innocens VI, Innocentius PP. VI, pape Innocent VI, Pope Innocent VI, Stephen Aubert",https://en.wikipedia.org/wiki/Pope%20Innocent%20VI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Papa%20Innocentius%20Sextus.jpg
http://www.wikidata.org/entity/Q133046,Urban V,pope,"Pope Urban V, William de Grimoard",https://en.wikipedia.org/wiki/Pope%20Urban%20V,,,http://commons.wikimedia.org/wiki/Special:FilePath/Urban%20V.gif
http://www.wikidata.org/entity/Q169594,Gregory XI,Pope from 1370 to 1378,"‏ papa Gregorio‏ XI, Gregorius PP. XI, Gregorius XI. Papa, Papa Gregorius XI, pape Grégoire XI, Pierre Roger de Beaufort, Pope Grégoire XI, Pope Gregorius, Pope Gregorius XI, Pope Gregory XI",https://en.wikipedia.org/wiki/Pope%20Gregory%20XI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Papa%20Gregorius%20Undecimus.jpg
http://www.wikidata.org/entity/Q171626,Urban VI,pope,"Bartolomeo Prignano, Pope Urban VI",https://en.wikipedia.org/wiki/Pope%20Urban%20VI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Urbanus%20VI.jpg
http://www.wikidata.org/entity/Q165561,Boniface IX,pope,"Piero Tomacelli, Pope Boniface IX",https://en.wikipedia.org/wiki/Pope%20Boniface%20IX,,,http://commons.wikimedia.org/wiki/Special:FilePath/IX.Bonifac.jpg
http://www.wikidata.org/entity/Q227713,Innocent VII,pope,"Cosimo de' Migliorati, Pope Innocent VII",https://en.wikipedia.org/wiki/Pope%20Innocent%20VII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Innocent%20VII.jpg
http://www.wikidata.org/entity/Q227694,Gregory XII,"Pope from 1406 to 1415, resigned","Angelo Corraro, Angelo Correr, Pope Gregory XII",https://en.wikipedia.org/wiki/Pope%20Gregory%20XII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20XII.jpg
http://www.wikidata.org/entity/Q169612,Martin V,pope,"Oddone Colonna, Odo Colonna, Pope Martin V",https://en.wikipedia.org/wiki/Pope%20Martin%20V,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pisanello%2C%20copia%20da%20Ritratto%20di%20Martino%20V%20%28Galleria%20Colonna%29.jpg
http://www.wikidata.org/entity/Q167561,Eugene IV,Italian pope,"Eugenius IV, Eugenius PP. IV, Gabriele Condulmaro, Gabriele Condulmer, papa Eugenio IV, pape Eugène IV, Pope ""'Eugene IV, Pope Eugene IV",https://en.wikipedia.org/wiki/Pope%20Eugene%20IV,,,http://commons.wikimedia.org/wiki/Special:FilePath/PapstEugen.jpg
http://www.wikidata.org/entity/Q134588,Nicholas V,pope of catholic church from 1447 until 1455,"Nicolaus PP. V, Nikolaus V. Papst, ‏papa Niccolò‏ V, pape Nicolas V, Pope Nicholas V, Pope Nikolaus V, Tommaso Parentucelli",https://en.wikipedia.org/wiki/Pope%20Nicholas%20V,,,http://commons.wikimedia.org/wiki/Special:FilePath/Paus%20Nicolaas%20V%20door%20Peter%20Paul%20Rubens.jpg
http://www.wikidata.org/entity/Q160369,Callixtus III,Pope from 1455 to 1458,"Alfons de Borja, Pope Callixtus III",https://en.wikipedia.org/wiki/Pope%20Callixtus%20III,,,http://commons.wikimedia.org/wiki/Special:FilePath/Alfonso%20de%20Borja%2C%20obispo%20de%20Valencia%20y%20papa%20Calixto%20III.jpg
http://www.wikidata.org/entity/Q101437,Pius II,pope,"Aeneas Silvius Piccolomini, Aeneas Sylvius Piccolominus, Enea Silvio Bartolomeo Piccolomini, Enea Silvio Piccolomini, Eneas Silvius Piccolomini, papa Pio II, Papa Pío II, pape Pie II, Pius II. Papst, Pius PP. II, Pope Pius II",https://en.wikipedia.org/wiki/Pope%20Pius%20II,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pintoricchio%20014.jpg
http://www.wikidata.org/entity/Q102605,Paul II,pope,"Paulus II, papa Paolo II, pape Paul II, Paulus PP. II, Pietro Barbo, Pope Paul II",https://en.wikipedia.org/wiki/Pope%20Paul%20II,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pietrobarbo.jpg
http://www.wikidata.org/entity/Q163514,Sixtus IV,pope,"Francesco della Rovere, Francesco Della Rovere, papa Sisto IV, Papa Sixto IV, pape Sixte IV, paus Sixtus IV, Pope Sisto IV, Pope Sixtus IV, Sixtus PP. IV, Xystus IV",https://en.wikipedia.org/wiki/Pope%20Sixtus%20IV,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sisto%204.gif
http://www.wikidata.org/entity/Q161351,Innocent VIII,pope,"Giovanni Battista Cibo, ‏ papa Innocenzo‏ VIII, Giovanni Battista Cybo, Innocentius PP. VIII, Innocentius VIII, pape Innocent VIII, Pope Innocent VIII",https://en.wikipedia.org/wiki/Pope%20Innocent%20VIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Innocent%20VIII.JPG
http://www.wikidata.org/entity/Q108316,Alexander VI,pope of catholic church 1492-1503,"Pope Alexander VI, Roderic Llançol i de Borja, Rodrigo Borgia",https://en.wikipedia.org/wiki/Pope%20Alexander%20VI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Alexander%20Vi.jpg
http://www.wikidata.org/entity/Q160030,Pius III,Pope from 22 September to 18 October 1503,"Francesco Todeschini Piccolomini, Pope Pius III",https://en.wikipedia.org/wiki/Pope%20Pius%20III,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Pius%20III.PNG
http://www.wikidata.org/entity/Q80516,Julius II,pope from 1503 to 1513,"‏ papa Giulio‏ II, Giuliano della Rovere, Giuliano Della Rovere, Iulius II, Iulius PP. II, Julien de La Rovère, Julien de, Cardinal La Rovère, Julius II. Papst, Papa Julio II, pape Jules II, paus Julius II, Pope Julius II, The Fearsome Pope, The Warrior Pope",https://en.wikipedia.org/wiki/Pope%20Julius%20II,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Julius%20II.jpg
http://www.wikidata.org/entity/Q49237,Leo X,Pope from 1513 to 1521,"Giovanni de' Medici, ‏ papa Leone‏ X, Giovanni De' Medici, Giovanni di Lorenzo de' Medici, Leo PP. X, Leo X. Papst, Papa León X, pape Léon X, paus Leo X, Pope Leo X, Pope Leone X",https://en.wikipedia.org/wiki/Pope%20Leo%20X,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope-leo10.jpg
http://www.wikidata.org/entity/Q57087,Adrian VI,pope,"Adriaan Florenszoon Boeyens, Hadrianus VI, Pope Adrian VI",https://en.wikipedia.org/wiki/Pope%20Adrian%20VI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hadrian%20VI.jpg
http://www.wikidata.org/entity/Q83159,Clement VII,pope,"‏ papa Clemente‏ VII, Clemens PP. VII, Giulio de’ Medici, Giulio di Giuliano de' Medici, Julius de Medicis, Klemens VII. Papst, pape Clément VII, Pope Clement VII, Pope Clemente VII",https://en.wikipedia.org/wiki/Pope%20Clement%20VII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sebastiano%20del%20piombo%2C%20clemente%20VII%2C%20napoli%2C%20capodimonte.jpg
http://www.wikidata.org/entity/Q133001,Paul III,Pope,"Alessandro Farnese, ‏ papa Paolo‏ III, pape Paul III, Paul III. Papst, Paulus III, Paulus PP. III, paus Paulus III, Pope Paul III",https://en.wikipedia.org/wiki/Pope%20Paul%20III,,,http://commons.wikimedia.org/wiki/Special:FilePath/Tizian%20083b.jpg
http://www.wikidata.org/entity/Q169911,Julius III,pope,"Giovanni Maria Ciocchi del Monte, Pope Julius III",https://en.wikipedia.org/wiki/Pope%20Julius%20III,,,http://commons.wikimedia.org/wiki/Special:FilePath/Girolamo%20Sicciolante%20-%20Paus%20Julius%20III.jpg
http://www.wikidata.org/entity/Q101776,Marcellus II,pope,"Marcello Cervini, Marcello Cervini degli Spannochi, Marcellus II. Papst, Marcellus PP. II, papa Marcello II, pape Marcel II, Pope Marcellus II",https://en.wikipedia.org/wiki/Pope%20Marcellus%20II,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Marcellus%20II.PNG
http://www.wikidata.org/entity/Q101430,Paul IV,pope of catholic church 1555-1559,"Gian Pietro Carafa, Paulus IV, Pope Paul IV",https://en.wikipedia.org/wiki/Pope%20Paul%20IV,,,http://commons.wikimedia.org/wiki/Special:FilePath/CARAFA%20PAOLO%20IV.jpg
http://www.wikidata.org/entity/Q161983,Pius IV,Pope from 1559 to 1565,"Gian Angelo de' Medici, Giovanni Angelo de' Medici, Giovanni Angelo Medici, Pope Pius IV",https://en.wikipedia.org/wiki/Pope%20Pius%20IV,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ritratto%20di%20Gregorio%20XIII%20-%20Passarotti%20.jpg
http://www.wikidata.org/entity/Q131945,Pius V,pope,"Antonio Ghislieri, Michele Ghislieri, Pope Pius V, Pope Saint Pius V",https://en.wikipedia.org/wiki/Pope%20Pius%20V,,,http://commons.wikimedia.org/wiki/Special:FilePath/El%20Greco%20050.jpg
http://www.wikidata.org/entity/Q83029,Gregory XIII,Pope from 1572 to 1585,"Gregor XIII. Papst, Gregorius PP. XIII, papa Gregorio XIII, pape Grégoire XIII, Pope Gregorius XIII, Pope Gregory XIII, Ugo Boncompagni, Ugo Buoncompani",https://en.wikipedia.org/wiki/Pope%20Gregory%20XIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20XIII.jpg
http://www.wikidata.org/entity/Q133350,Sixtus V,pope,"Felice Peretti, Felice Peretti di Montalto, papa Sisto V, Papa Sixto V, pape Sixte V, Pope Sisto V, Pope Sixte-Quint, Pope Sixtus V, Sixtus PP. V, Sixtus V. Papst",https://en.wikipedia.org/wiki/Pope%20Sixtus%20V,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sisto%20V%20Papa.jpg
http://www.wikidata.org/entity/Q134337,Urban VII,pope,"Giovanni Battista Castagna, Papa Urbanus VII, Pope Urban VII",https://en.wikipedia.org/wiki/Pope%20Urban%20VII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Urban%20VII.jpg
http://www.wikidata.org/entity/Q171622,Gregory XIV,Pope from 1590 to 1591,"Niccolò Sfondrati, Nicolaus Sfondrati, Nicolaus Sfondratus, pape Grégoire XIV, Papst Gregor XIV, Pope Gregorius XIV, Pope Gregory XIV",https://en.wikipedia.org/wiki/Pope%20Gregory%20XIV,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gregor%20XIV.jpg
http://www.wikidata.org/entity/Q167959,Innocent IX,pope,"‏ papa, Innocenzo‏ IX, Giovanni Antonio Facchinetti, Innocentius PP. IX, Innozenz IX. Papst, Pope Innocent IX",https://en.wikipedia.org/wiki/Pope%20Innocent%20IX,,,http://commons.wikimedia.org/wiki/Special:FilePath/Innocent%20IX%202.jpg
http://www.wikidata.org/entity/Q170395,Clement VIII,pope,"Clemens PP. VIII, Clemens VIII, Ippolito Aldobrandini, Klemens VIII. Papst, papa Clemens VIII, pape Clément VIII, Pope Clemens VIII, Pope Clement VIII",https://en.wikipedia.org/wiki/Pope%20Clement%20VIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Clement%20viii.jpg
http://www.wikidata.org/entity/Q132716,Leo XI,pope,"Alessandro Ottaviano de' Medici, Leo PP. XI, Leo XI. Papst, Léon XI pape, papa Leone XI, Pope Leo XI",https://en.wikipedia.org/wiki/Pope%20Leo%20XI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Leo%20XI%202.jpg
http://www.wikidata.org/entity/Q132711,Paul V,Pope from 1605 to 1621,"Camillo Borghese, papa Paolo V, pape Paul V, Paul V. Papst, Paulus PP. V, Paulus V, Pope Paul V, Pope Paulus V",https://en.wikipedia.org/wiki/Pope%20Paul%20V,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Paul%20V.jpg
http://www.wikidata.org/entity/Q132692,Gregory XV,Pope from 1621 to 1623,"‏ papa Gregorio‏ XV, Alessandro Ludovisi, Alessandro Ludovisio, Gregor XV. Papst, Gregorius PP. XV, pape Grégoire XV, Pope Gregoire XV, Pope Gregorio XV, Pope Gregorius XV, Pope Gregory XV",https://en.wikipedia.org/wiki/Pope%20Gregory%20XV,,,http://commons.wikimedia.org/wiki/Special:FilePath/Guercino%20-%20Pope%20Gregory%20XV%20%28ca.%201622-1623%29%20-%20Google%20Art%20Project.jpg
http://www.wikidata.org/entity/Q131579,Urban VIII,Pope,"Maffeo Barberini, papa Urbano VIII, Papa Urbano VIII, pape Urbain VIII, Pope (Maffeo Barberini) Urban VIII, Pope Urban VIII, Urban VIII. Papst, Urbanus PP. VIII, Urbanus VIII, VIII Urban Pope, VIII, Pope Urban",https://en.wikipedia.org/wiki/Pope%20Urban%20VIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gian%20Lorenzo%20Bernini%20-%20Portrait%20d%27Urbain%20VIII.jpg
http://www.wikidata.org/entity/Q131579,Urban VIII,Pope,"Maffeo Barberini, papa Urbano VIII, Papa Urbano VIII, pape Urbain VIII, Pope (Maffeo Barberini) Urban VIII, Pope Urban VIII, Urban VIII. Papst, Urbanus PP. VIII, Urbanus VIII, VIII Urban Pope, VIII, Pope Urban",https://en.wikipedia.org/wiki/Pope%20Urban%20VIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Maffeo%20Barberini-Caravaggio%20%28c.%201598%29.jpg
http://www.wikidata.org/entity/Q131579,Urban VIII,Pope,"Maffeo Barberini, papa Urbano VIII, Papa Urbano VIII, pape Urbain VIII, Pope (Maffeo Barberini) Urban VIII, Pope Urban VIII, Urban VIII. Papst, Urbanus PP. VIII, Urbanus VIII, VIII Urban Pope, VIII, Pope Urban",https://en.wikipedia.org/wiki/Pope%20Urban%20VIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Urban%20VIII.jpg
http://www.wikidata.org/entity/Q101266,Innocent X,pope,"‏ papa Innocenzo‏ X, Giambattista Pamphili, Giovanni Battista Pamphilj, Innocentius PP. X, Innocentius X, Innozenz X. Papst, Papa Inocencio X, pape Innocent X, Pope Innocent X",https://en.wikipedia.org/wiki/Pope%20Innocent%20X,,,http://commons.wikimedia.org/wiki/Special:FilePath/Innocent-x-velazquez.jpg
http://www.wikidata.org/entity/Q127254,Alexander VII,pope,"Alexander VII. Papst, Fabio Chigi, papa Alessandro‏ ‎VII, pape Alexandre VII, Philomathus, Pope Alexander VII, VII Alexander PP",https://en.wikipedia.org/wiki/Pope%20Alexander%20VII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20VII.jpg
http://www.wikidata.org/entity/Q155961,Clement IX,pope,"‏ papa Clemente‏ IX, Clemens PP. IX, Giulio Rospigliosi, pape Clément IX, Pope Clemens IX, Pope Clement IX",https://en.wikipedia.org/wiki/Pope%20Clement%20IX,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Clement%20IX.jpg
http://www.wikidata.org/entity/Q155956,Clement X,pope,"Clemens PP. X, Clemens X, Emilio Altieri, Emilio Bonaventura Altieri, Klemens X. Papst, Pope Clement X",https://en.wikipedia.org/wiki/Pope%20Clement%20X,,,http://commons.wikimedia.org/wiki/Special:FilePath/Clement%20X.jpg
http://www.wikidata.org/entity/Q101286,Innocent XI,pope,"beato Innocentius PP. XI, Benedetto Odescalchi, Innozenz XI. Papst, Papa Innocenzo XI, pape Innocent XI, Pope Blessed Innocent XI, Pope Innocent XI, Pope Innocentius XI, Pope Innocenzo XI, Pope Innozenz XI",https://en.wikipedia.org/wiki/Pope%20Innocent%20XI,,,http://commons.wikimedia.org/wiki/Special:FilePath/InnocentXI.jpg
http://www.wikidata.org/entity/Q101294,Alexander VIII,pope,"Pietro Ottoboni, Alessandro VIII, Alexander VIII. Papst, pape Alexandre VIII, Petrus Otthobonus, Pietro Vito Ottoboni, Pope Alexander VIII",https://en.wikipedia.org/wiki/Pope%20Alexander%20VIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Alexander%20VIII%201.jpg
http://www.wikidata.org/entity/Q132708,Innocent XII,pope,"‏ papa Innocenzo‏ XII, Antonio Pignatelli, Innocentius PP. XII, Innozenz XII. Papst, pape Innocent XII, Pope Innocent XII",https://en.wikipedia.org/wiki/Pope%20Innocent%20XII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Innocent%20XII.PNG
http://www.wikidata.org/entity/Q129967,Clement XI,pope,"Giovanni Francesco Albani, ‏ papa Clemente‏ XI, Clemens PP. XI, Clemens XI, Klemens XI. Papst, pape Clément XI, Pope Clement XI",https://en.wikipedia.org/wiki/Pope%20Clement%20XI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Clement%20XI.jpg
http://www.wikidata.org/entity/Q133100,Innocent XIII,pope,"‏ papa Innocenzo‏ XIII, Innocentius PP. XIII, Innozenz XIII. Papst, Michelangelo Conti, Michelangelo Conti di Poli, Michelangelo dei Conti, Michelangiolo dei Conti, pape Innocent XIII, Pope Innocent XIII, Pope Innocentius XIII",https://en.wikipedia.org/wiki/Pope%20Innocent%20XIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/InnocientXIII.jpg
http://www.wikidata.org/entity/Q155971,Benedict XIII,pope,"Benedictus XIII, Pierfrancesco Orsini, ‏ papa Benedetto‏ XIII, Benedictus PP. XIII, Benedikt XIII. Papst, pape Benoît XIII, Pietro Francesco Orsini, Pope Benedict XIII, Vincenzo Maria, Vincenzo Maria Orsini",https://en.wikipedia.org/wiki/Pope%20Benedict%20XIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Benedict%20XIII.jpg
http://www.wikidata.org/entity/Q133108,Clement XII,pope,"Pope Benedict XII, ‏ papa Clemente‏ XII, Clemens PP. XII, Klemens XII. Papst, Lorenzo Corsini, pape Clément XII, Pope Clement XII, Pope Clemente XII",https://en.wikipedia.org/wiki/Pope%20Clement%20XII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Clement%20XII.jpg
http://www.wikidata.org/entity/Q126711,Benedict XIV,pope of catholic church 1740–1758,"‏ papa Benedetto‏ XIV, Benedictus PP. XIV, Benedictus XIV, Benedikt XIV. Papst, pape Benoît XIV, Pope Benedict XIV, Prospero Lambertini, Prospero Lorenzo Lambertini",https://en.wikipedia.org/wiki/Pope%20Benedict%20XIV,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Subleyras%20Portrait%20of%20Benedict%20XIV%201746.%20Metropolitan%20Museum%20of%20Art.jpg
http://www.wikidata.org/entity/Q133121,Clement XIII,pope of the catholic church 1758–1769,"‏ papa Clemente‏ XIII, Carlo della Torre di Rezzonico, Carlo della Torre Rezzonico, Carlo Rezzonico, Clemens PP. XIII, Clemens XIII, pape Clément XIII, Pope Clemens XIII, Pope Clement XIII",https://en.wikipedia.org/wiki/Pope%20Clement%20XIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/CarloRezzonicoSenior.jpg
http://www.wikidata.org/entity/Q133121,Clement XIII,pope of the catholic church 1758–1769,"‏ papa Clemente‏ XIII, Carlo della Torre di Rezzonico, Carlo della Torre Rezzonico, Carlo Rezzonico, Clemens PP. XIII, Clemens XIII, pape Clément XIII, Pope Clemens XIII, Pope Clement XIII",https://en.wikipedia.org/wiki/Pope%20Clement%20XIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Clemens%20XIII.jpg
http://www.wikidata.org/entity/Q131587,Clement XIV,pope,"‏ papa Clemente‏ XIV, Clemens PP. XIV, Fra Lorenzo, Giovanni Vincenzo Antonio Ganganelli, Klemens XIV. Papst, Lorenzo Ganganelli, Lorenzo Giovanni Vincenzo Antonio Ganganelli, papa Clemens XIV, pape Clément XIV, Pope Clement XIV",https://en.wikipedia.org/wiki/Pope%20Clement%20XIV,,,http://commons.wikimedia.org/wiki/Special:FilePath/Clemens%20XIV.PNG
http://www.wikidata.org/entity/Q128019,Pius VI,pope of catholic church 1775–1799,"Count Giovanni Angelo Braschi, Giannangelo Braschi, Giovanni Angelo Braschi, Papa Pius VI, Pope Pius VI",https://en.wikipedia.org/wiki/Pope%20Pius%20VI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pompeo%20Batoni%20-%20Ritratto%20di%20Papa%20Pio%20VI%20%28National%20Gallery%20of%20Ireland%29.jpg
http://www.wikidata.org/entity/Q124754,Pius VII,pope of the catholic church 1800–1823,"Barnaba Chiaramonti, Barnaba Niccolò Maria Luigi Chiaramonti, Father Gregory, Gregorio Chiaramonti, Luigi Barnaba Gregorio Chiaramonti, papa Pio VII, Papa Pío VII, pape Pie VII, paus Pius VII, Pius PP. VII, Pius VII. Papst, Pope Pie VII, Pope Pío VII, Pope Pius VII",https://en.wikipedia.org/wiki/Pope%20Pius%20VII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20018.jpg
http://www.wikidata.org/entity/Q43727,Leo XII,pope of catholic church 1823–1829,"Annibale Francesco Clemente Melchiore Girolamo Nicola della Genga, Annibale Francesco Clemente Melchiore Girolamo Nicola Sermattei della Genga, Annibale Sermattei della Genga, Leo PP. XII, Leo XII. Papst, papa Leone XII, Papa Leone XII, pape Léon XII, Pope Leo XII",https://en.wikipedia.org/wiki/Pope%20Leo%20XII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20Leo%20XII.PNG
http://www.wikidata.org/entity/Q4443,Pius VIII,Pope (1829-30),"Francesco Saverio Castiglioni, Pope Pius VIII",https://en.wikipedia.org/wiki/Pope%20Pius%20VIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/PioVIII.jpg
http://www.wikidata.org/entity/Q43734,Gregory XVI,254th Pope of the Catholic Church,"‏ papa Gregorio‏ XVI, Bartolomeo Alberto Cappellari, Bartolommeo Alberto Cappellari, Gregor XVI. Papst, Gregorius PP. XVI, Mauro Cappellari, Papa Gregorio XVI, pape Grégoire XVI, Pope Gregory XVI",https://en.wikipedia.org/wiki/Pope%20Gregory%20XVI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gregory%20XVI.jpg
http://www.wikidata.org/entity/Q43734,Gregory XVI,254th Pope of the Catholic Church,"‏ papa Gregorio‏ XVI, Bartolomeo Alberto Cappellari, Bartolommeo Alberto Cappellari, Gregor XVI. Papst, Gregorius PP. XVI, Mauro Cappellari, Papa Gregorio XVI, pape Grégoire XVI, Pope Gregory XVI",https://en.wikipedia.org/wiki/Pope%20Gregory%20XVI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Podesti%20Ritratto%20di%20Gregorio%20XVI.JPG
http://www.wikidata.org/entity/Q43720,Pius IX,255th Pope of the Catholic Church,"beato Pius PP. IX, Giovanni Maria Mastai- Ferretti, Giovanni Maria Mastai-Ferretti, Papa, Beato Pío IX, pape Pie IX, paus Pius IX, Pius IX. Papst, Pope Blessed Pius IX, Pope Pio IX, Pope Pius IX",https://en.wikipedia.org/wiki/Pope%20Pius%20IX,,,http://commons.wikimedia.org/wiki/Special:FilePath/Popepiusix.jpg
http://www.wikidata.org/entity/Q43922,Leo XIII,256th Pope of the Catholic Church,"Gioacchino Vincenzo Pecci, Leo PP. XIII, papa Leone XIII, Pope Leo XIII, Pope Léon XIII, Pope Leone XIII, Pope Lev XIII, Vincenzo Gioacchino Raffaele Luigi Pecci",https://en.wikipedia.org/wiki/Pope%20Leo%20XIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Leo%20XIII..jpg
http://www.wikidata.org/entity/Q43739,Pius X,Catholic Pope and saint,"Giuseppe Melchiorre Sarto, Pius PP. X, Pope Pius X, Pope Saint Pius X, Saint Pius X",https://en.wikipedia.org/wiki/Pope%20Pius%20X,,,http://commons.wikimedia.org/wiki/Special:FilePath/Papst%20Pius%20X-01..jpg
http://www.wikidata.org/entity/Q4448,Benedict XV,258th Pope of the Catholic Church,"Giacomo Giambattista della Chiesa, Giacomo Paolo Giovanni Battista della Chiesa, Pope Benedict XV",https://en.wikipedia.org/wiki/Pope%20Benedict%20XV,,,http://commons.wikimedia.org/wiki/Special:FilePath/Benedictus%20XV.jpg
http://www.wikidata.org/entity/Q42323,Pius XI,259th Pope of the Catholic Church,"A. Ratti, Achille Ratti, Ambrogio Damiano Achille Ratti, papa Pio XI, Papa Pío XI, pape Pie XI, paus Pius XI, Pius PP. XI, Pius XI. Papst, Pope Pio XI, Pope Pius XI",https://en.wikipedia.org/wiki/Pope%20Pius%20XI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Papst%20Pius%20XI.%201JS.jpg
http://www.wikidata.org/entity/Q2604,Pius XII,260th Pope of the Catholic Church,"Eugenio Maria Giuseppe Giovanni Pacelli, Eugenio Marìa Giuseppe Giovanni Pacelli, Eugenio Pacelli, papa Pio XII, Papa Pío XII, pape Pie XII, paus Pius XII, Pius PP. XII, Pius XII. Papst, Pope Pie XII, Pope Pio XII, Pope Pius XII",https://en.wikipedia.org/wiki/Pope%20Pius%20XII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pio%20XII%20Pacelli.jpg
http://www.wikidata.org/entity/Q23873,John XXIII,261st Pope of the Catholic Church,"Angelo Giuseppe Roncalli, Angelo Roncalli, el `papa bo, Johannes XXIII. Papst, John 23, papa Giovanni XXIII, Papa Juan XXIII, pape Jean XXIII, Pope John XXIII, Pope Saint John XXIII, Saint John XXIII, santo Iohannes PP. XXIII",https://en.wikipedia.org/wiki/Pope%20John%20XXIII,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pope%20John%20XXIII%20-%201959.jpg
http://www.wikidata.org/entity/Q16975,Paul VI,262nd Pope of the Catholic Church,"beato Paulus PP. VI, Blessed Paul VI, Giovanni Battista Enrico Antonio Maria Montini, Giovanni Battista Montini, Jan Baptist Montini, Papa Pablo VI, papa Paolo VI, pape Paul VI, Paul VI. Papst, Paulus VI, Pope Paul VI",https://en.wikipedia.org/wiki/Pope%20Paul%20VI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Paolovi.jpg
http://www.wikidata.org/entity/Q37278,John Paul I,263rd Pope of the Catholic Church,"John Paul, Johannes Paulus, Albino Luciani, Iohannes Paulus PP. I, papa Giovanni Paolo I, Pope Giovanni Paolo I, Pope John Paul I",https://en.wikipedia.org/wiki/Pope%20John%20Paul%20I,,,http://commons.wikimedia.org/wiki/Special:FilePath/Albino%20Luciani%2C%201969%20%283%29.jpg
http://www.wikidata.org/entity/Q989,John Paul II,"264th Pope of the Catholic Church, saint","‏ papa Giovanni Paolo‏ II, Johannes Paul II. Papst, Karol Józef Wojtyła, Karol Wojtyla, Karol Wojtyła, pape Jean-Paul II, papież Jan Paweł II, Pope John Paul II, Pope Saint John Paul II the Great, Saint John Paul, Saint John Paul II, santo Iohannes Paulus PP. II",https://en.wikipedia.org/wiki/Pope%20John%20Paul%20II,,,http://commons.wikimedia.org/wiki/Special:FilePath/John%20Paul%20II%20Medal%20of%20Freedom%202004.jpg
http://www.wikidata.org/entity/Q2494,Benedict XVI,265th Pope of the Catholic Church,"Benedetto XVI, Josef Ratzinger, Joseph Aloisius Ratzinger, Pope Benedict XVI, Pope Emeritus Benedict XVI",https://en.wikipedia.org/wiki/Pope%20Benedict%20XVI,,,http://commons.wikimedia.org/wiki/Special:FilePath/Benedykt%20XVI%20%282010-10-17%29%204.jpg
